pole_id,latitude,longitude,height_ft,has_streetlight,subtype
1350897,47.5046610,-122.3668485,47,Yes,1
1349503,47.5046736,-122.3662500,50,Yes,1
1349512,47.5028443,-122.3663486,65,Yes,1
1350966,47.5028364,-122.3670295,50,Yes,1
1350964,47.5028559,-122.3675885,50,Yes,1
1350698,47.5031892,-122.3753366,45,Yes,1
1350682,47.5091612,-122.3707753,30,Yes,1
1373814,47.5095865,-122.3707619,30,Yes,1
1385086,47.5691088,-122.3591301,47,Yes,1
1385099,47.5701649,-122.3591041,47,Yes,1
1385083,47.5707224,-122.3591256,35,Yes,1
1385080,47.5701673,-122.3601593,47,Yes,1
1385078,47.5694460,-122.3601576,50,Yes,1
1389919,47.5684046,-122.3617238,40,Yes,1
1389519,47.5694246,-122.3551148,40,Yes,1
1389524,47.5691093,-122.3551983,40,Yes,1
1389502,47.5694592,-122.3555871,35,Yes,1
1389525,47.5695575,-122.3555212,35,Yes,1
1389503,47.5694725,-122.3557994,45,Yes,1
1389517,47.5689956,-122.3548451,40,Yes,1
1385036,47.5686927,-122.3568494,47,Yes,1
1385035,47.5691061,-122.3568393,45,Yes,1
1385034,47.5695152,-122.3568323,35,Yes,1
1385093,47.5705741,-122.3582721,40,Yes,1
1385092,47.5701607,-122.3585674,40,Yes,1
1385091,47.5697952,-122.3580627,47,Yes,1
1364112,47.5533685,-122.2800134,35,Yes,1
1364111,47.5533395,-122.2797106,33,Yes,1
1364203,47.5530434,-122.2785774,35,Yes,1
1364125,47.5529686,-122.2789494,40,Yes,1
1364115,47.5527051,-122.2788563,60,Yes,1
1364114,47.5527416,-122.2786788,40,Yes,1
1364120,47.5522308,-122.2788941,40,Yes,1
1364118,47.5525988,-122.2785665,40,Yes,1
1364324,47.5523663,-122.2781975,40,Yes,1
1364201,47.5527074,-122.2783736,40,Yes,1
1364110,47.5527073,-122.2781128,50,Yes,1
1392968,47.7700840,-122.3334093,50,Yes,1
1392970,47.7700751,-122.3325581,50,Yes,1
1402038,47.7522464,-122.3200028,47,Yes,1
1402157,47.7522724,-122.3221399,50,Yes,1
1402159,47.7522841,-122.3232017,50,Yes,1
1402265,47.7486449,-122.3225628,55,Yes,1
1402266,47.7486313,-122.3220479,55,Yes,1
1402267,47.7486230,-122.3214953,45,Yes,1
1402253,47.7486091,-122.3204063,60,Yes,1
1402252,47.7486039,-122.3198932,55,Yes,1
1358149,47.7125431,-122.2927830,47,Yes,1
1385109,47.5720035,-122.3596406,999,Yes,1
1385108,47.5719809,-122.3597409,999,Yes,1
1350600,47.5093012,-122.3747303,50,Yes,1
1350598,47.5086420,-122.3747425,55,Yes,1
1350596,47.5082593,-122.3747588,50,Yes,1
1350597,47.5082563,-122.3754535,50,Yes,1
1350595,47.5078109,-122.3747671,45,Yes,1
1350579,47.5063575,-122.3746750,45,Yes,1
1350591,47.5063176,-122.3740047,45,Yes,1
1350583,47.5049361,-122.3747105,50,Yes,1
1350585,47.5046477,-122.3741422,40,Yes,1
1350586,47.5046047,-122.3734395,50,Yes,1
1350588,47.5054716,-122.3734057,45,Yes,1
1350589,47.5059563,-122.3733910,50,Yes,1
1401818,47.5718084,-122.3604773,999,Yes,1
1385209,47.5717572,-122.3608466,999,Yes,1
1401804,47.5716753,-122.3606011,999,Yes,1
1401761,47.5716324,-122.3598885,999,Yes,1
1401803,47.5716023,-122.3595730,999,Yes,1
1401780,47.5715604,-122.3592816,999,Yes,1
1401802,47.5714476,-122.3585863,999,Yes,1
1401826,47.5712513,-122.3599623,999,Yes,1
1401821,47.5712351,-122.3596326,999,Yes,1
1401849,47.5711974,-122.3593488,999,Yes,1
1401111,47.5711547,-122.3589938,999,Yes,1
2495471,47.5710568,-122.3583227,25,Yes,1
1401876,47.5715510,-122.3586004,999,Yes,1
1401816,47.5716219,-122.3583887,999,Yes,1
1401779,47.5713883,-122.3582508,999,Yes,1
1350691,47.5077595,-122.3733330,45,Yes,1
1350692,47.5073191,-122.3733490,50,Yes,1
1350693,47.5068537,-122.3733663,50,Yes,1
1350531,47.5095448,-122.3732812,40,Yes,1
1350677,47.5091530,-122.3732912,45,Yes,1
1350689,47.5086470,-122.3732999,50,Yes,1
1350688,47.5082574,-122.3733107,50,Yes,1
1350687,47.5082502,-122.3728335,45,Yes,1
1350678,47.5091583,-122.3727639,45,Yes,1
1350680,47.5091589,-122.3718089,45,Yes,1
1350685,47.5082543,-122.3716871,50,Yes,1
1350684,47.5082805,-122.3709675,50,Yes,1
1350683,47.5086646,-122.3709518,47,Yes,1
1350699,47.5077620,-122.3722391,45,Yes,1
1350776,47.5068673,-122.3722599,47,Yes,1
1350778,47.5063959,-122.3722736,45,Yes,1
1350780,47.5060445,-122.3722781,45,Yes,1
1350786,47.5046453,-122.3721606,45,Yes,1
1350790,47.5039712,-122.3723322,45,Yes,1
1350791,47.5035894,-122.3723473,45,Yes,1
1350958,47.5035888,-122.3684416,50,Yes,1
1350953,47.5042391,-122.3695257,47,Yes,1
1350894,47.5045978,-122.3684457,45,Yes,1
1350893,47.5049091,-122.3684434,47,Yes,1
1350887,47.5055052,-122.3698470,47,Yes,1
1350889,47.5055516,-122.3694207,47,Yes,1
1350890,47.5059670,-122.3694613,47,Yes,1
1350886,47.5055501,-122.3688602,47,Yes,1
1350885,47.5055581,-122.3684369,47,Yes,1
1350883,47.5062437,-122.3684267,47,Yes,1
1350880,47.5065961,-122.3684250,47,Yes,1
1350877,47.5071952,-122.3684284,47,Yes,1
1350799,47.5071946,-122.3692540,45,Yes,1
1350795,47.5072099,-122.3700766,45,Yes,1
1350797,47.5064853,-122.3705685,45,Yes,1
1350796,47.5068545,-122.3706772,50,Yes,1
1350793,47.5077367,-122.3708658,45,Yes,1
1350976,47.5082829,-122.3704893,50,Yes,1
1350974,47.5082816,-122.3699740,50,Yes,1
1350973,47.5082784,-122.3694673,50,Yes,1
1350972,47.5082812,-122.3689958,50,Yes,1
1350800,47.5078557,-122.3684209,47,Yes,1
1343707,47.5312269,-122.2698793,55,Yes,1
1343708,47.5306356,-122.2698758,55,Yes,1
1327432,47.5312715,-122.2687347,40,Yes,1
1327433,47.5311098,-122.2687862,35,Yes,1
1327434,47.5312717,-122.2675907,45,Yes,1
1327435,47.5309696,-122.2675746,40,Yes,1
1343709,47.5300349,-122.2698758,55,Yes,1
1327440,47.5297301,-122.2698691,55,Yes,1
1339149,47.5297796,-122.2686591,50,Yes,1
1339033,47.5294795,-122.2671482,35,Yes,1
1339026,47.5294898,-122.2685645,47,Yes,1
1339027,47.5292532,-122.2682444,45,Yes,1
1339145,47.5294980,-122.2690377,47,Yes,1
1339144,47.5294991,-122.2694927,35,Yes,1
1339143,47.5291546,-122.2695886,40,Yes,1
1339142,47.5290096,-122.2695922,40,Yes,1
1339141,47.5290091,-122.2693918,45,Yes,1
1327437,47.5278877,-122.2698671,55,Yes,1
1343719,47.5273689,-122.2698692,55,Yes,1
1339017,47.5273912,-122.2679663,47,Yes,1
1339019,47.5271762,-122.2683252,50,Yes,1
1327426,47.5269566,-122.2686738,47,Yes,1
1343717,47.5265254,-122.2698689,55,Yes,1
1315425,47.6176882,-122.3261509,45,Yes,1
1314076,47.6171352,-122.3266404,35,Yes,1
1318561,47.6169387,-122.3269917,35,Yes,1
1315340,47.6168980,-122.3268751,40,Yes,1
1318562,47.6167503,-122.3274428,50,Yes,1
1318560,47.6172039,-122.3268686,50,Yes,1
1404764,47.6528743,-122.3655435,55,Yes,1
1404761,47.6525206,-122.3651988,35,Yes,1
1404898,47.6519588,-122.3654845,55,Yes,1
1404990,47.6510764,-122.3657391,50,Yes,1
1404989,47.6509708,-122.3652674,45,Yes,1
1404985,47.6504957,-122.3655455,50,Yes,1
1404766,47.6526780,-122.3648854,60,Yes,1
1404896,47.6516964,-122.3643198,55,Yes,1
1314356,47.6178027,-122.3235141,55,Yes,1
1314355,47.6176993,-122.3238368,55,Yes,1
1314351,47.6172578,-122.3244315,50,Yes,1
1314357,47.6173969,-122.3235618,55,Yes,1
1314358,47.6171193,-122.3235505,50,Yes,1
1314353,47.6166969,-122.3244084,50,Yes,1
1318558,47.6174449,-122.3268649,45,Yes,1
1318555,47.6175813,-122.3277901,65,Yes,1
1318556,47.6173032,-122.3277998,70,Yes,1
1318564,47.6165604,-122.3278020,65,Yes,1
1318565,47.6162800,-122.3278063,55,Yes,1
1318568,47.6157347,-122.3278033,55,Yes,1
1368717,47.5747587,-122.4181927,50,Yes,1
1368728,47.5749167,-122.4186100,30,Yes,1
1368684,47.5747100,-122.4182321,30,Yes,1
1368696,47.5742277,-122.4173442,30,Yes,1
1368676,47.5743321,-122.4161152,47,Yes,1
1368692,47.5743255,-122.4153806,50,Yes,1
1368654,47.5756677,-122.4153339,47,Yes,1
1368659,47.5749782,-122.4153706,47,Yes,1
1368690,47.5741816,-122.4134983,55,Yes,1
1368651,47.5747829,-122.4134822,50,Yes,1
1368634,47.5750880,-122.4132836,40,Yes,1
1368646,47.5757490,-122.4132626,45,Yes,1
1368638,47.5758460,-122.4126492,35,Yes,1
1368768,47.5756252,-122.4121536,50,Yes,1
1368767,47.5753487,-122.4121593,50,Yes,1
1368640,47.5745352,-122.4121876,50,Yes,1
1368647,47.5758333,-122.4116693,35,Yes,1
1368769,47.5758213,-122.4108454,40,Yes,1
1368644,47.5756162,-122.4108447,50,Yes,1
1368770,47.5748485,-122.4108675,50,Yes,1
1368628,47.5745204,-122.4108777,50,Yes,1
1368629,47.5758117,-122.4099470,35,Yes,1
1368648,47.5755970,-122.4095459,50,Yes,1
1368630,47.5748460,-122.4095731,47,Yes,1
1368793,47.5757967,-122.4086516,35,Yes,1
1368782,47.5758270,-122.4083326,35,Yes,1
1368649,47.5734725,-122.4095979,50,Yes,1
1368784,47.5726047,-122.4082990,50,Yes,1
1368650,47.5722219,-122.4090111,50,Yes,1
1368775,47.5722251,-122.4096383,50,Yes,1
1368773,47.5741690,-122.4108906,55,Yes,1
1368774,47.5741789,-122.4114849,50,Yes,1
1368731,47.5739056,-122.4108995,50,Yes,1
1368739,47.5736848,-122.4109025,50,Yes,1
1368620,47.5733582,-122.4109123,50,Yes,1
1368705,47.5737964,-122.4114857,47,Yes,1
1368626,47.5741814,-122.4122030,47,Yes,1
1368639,47.5741900,-122.4127004,47,Yes,1
1368718,47.5733778,-122.4122222,50,Yes,1
1368703,47.5738618,-122.4133165,40,Yes,1
1368653,47.5734951,-122.4135212,35,Yes,1
1368732,47.5735467,-122.4146745,50,Yes,1
1368685,47.5738040,-122.4153256,47,Yes,1
1368736,47.5739701,-122.4157472,50,Yes,1
1368708,47.5739886,-122.4168661,30,Yes,1
1320586,47.6844256,-122.3303476,45,Yes,1
1320540,47.6849622,-122.3257060,50,Yes,1
1389921,47.5684040,-122.3631218,50,Yes,1
1389764,47.5687077,-122.3612457,47,Yes,1
1389765,47.5691170,-122.3612575,47,Yes,1
1389767,47.5698725,-122.3612158,47,Yes,1
1385216,47.5727347,-122.3614533,40,Yes,1
1385217,47.5728075,-122.3616988,40,Yes,1
1385205,47.5704697,-122.3622689,50,Yes,1
1385224,47.5689259,-122.3630868,65,Yes,1
1389757,47.5689818,-122.3628070,50,Yes,1
1389759,47.5694973,-122.3624219,50,Yes,1
1389762,47.5691062,-122.3622893,50,Yes,1
1389756,47.5687119,-122.3629942,50,Yes,1
1385225,47.5685723,-122.3633615,40,Yes,1
1389753,47.5684019,-122.3645156,50,Yes,1
1389752,47.5684017,-122.3648592,40,Yes,1
1329088,47.6725999,-122.3334841,50,Yes,1
1333110,47.6725685,-122.3309974,35,Yes,1
1329099,47.6722437,-122.3310062,45,Yes,1
1329100,47.6719491,-122.3310098,50,Yes,1
1329396,47.6716480,-122.3310152,50,Yes,1
1333407,47.6756120,-122.3321887,50,Yes,1
1329085,47.6729694,-122.3336785,45,Yes,1
1329171,47.6719269,-122.3283143,40,Yes,1
1329159,47.6722312,-122.3283516,47,Yes,1
1333314,47.6752552,-122.3309386,50,Yes,1
1329176,47.6755687,-122.3282499,50,Yes,1
1329499,47.6752710,-122.3282846,47,Yes,1
1333315,47.6752388,-122.3299312,40,Yes,1
1369824,47.7184856,-122.3718116,50,Yes,1
1369845,47.7192720,-122.3704837,50,Yes,1
1369846,47.7189478,-122.3704722,50,Yes,1
1369848,47.7182927,-122.3704436,50,Yes,1
1369841,47.7183366,-122.3696930,50,Yes,1
1369842,47.7187236,-122.3697052,50,Yes,1
1369844,47.7194301,-122.3697253,40,Yes,1
1354408,47.7125706,-122.3685307,19,Yes,1
1343464,47.7337314,-122.3018788,75,Yes,1
1343463,47.7333904,-122.3018747,70,Yes,1
1343462,47.7329758,-122.3018804,65,Yes,1
1343461,47.7325488,-122.3018921,60,Yes,1
1343459,47.7316063,-122.3018959,47,Yes,1
1343458,47.7312804,-122.3018826,40,Yes,1
1343457,47.7309512,-122.3018931,45,Yes,1
1343455,47.7302523,-122.3018977,50,Yes,1
1354412,47.7130649,-122.3675290,19,Yes,1
1369961,47.7148513,-122.3667901,50,Yes,1
1369962,47.7148501,-122.3674435,45,Yes,1
1369951,47.7148653,-122.3679818,47,Yes,1
1369978,47.7152150,-122.3719877,50,Yes,1
1369991,47.7136834,-122.3717263,50,Yes,1
1369983,47.7133215,-122.3716783,45,Yes,1
1369984,47.7128928,-122.3715766,45,Yes,1
1369987,47.7128871,-122.3722303,40,Yes,1
1369992,47.7128681,-122.3728062,40,Yes,1
1343369,47.7284344,-122.3018925,45,Yes,1
1343370,47.7279500,-122.3018763,45,Yes,1
1343372,47.7272976,-122.3017324,40,Yes,1
1343128,47.7320548,-122.3012588,55,Yes,1
1343453,47.7298968,-122.3010266,45,Yes,1
1343452,47.7295807,-122.3008983,50,Yes,1
1369985,47.7128406,-122.3732259,40,Yes,1
2496367,47.7127098,-122.3735660,25,Yes,1
1401120,47.5708832,-122.3491633,999,Yes,1
1389572,47.5713510,-122.3476744,47,Yes,1
1389672,47.5714714,-122.3485652,33,Yes,1
1401694,47.5711597,-122.3478165,999,Yes,1
1401069,47.5711587,-122.3473980,999,Yes,1
1401671,47.5708700,-122.3482508,999,Yes,1
1401629,47.5708712,-122.3474050,999,Yes,1
1401628,47.5708980,-122.3461009,999,Yes,1
1389569,47.5714061,-122.3463654,30,Yes,1
1389570,47.5712915,-122.3469320,33,Yes,1
1401122,47.5708720,-122.3469743,999,Yes,1
1401672,47.5708765,-122.3465374,999,Yes,1
1401762,47.5711668,-122.3465588,999,Yes,1
1389666,47.5716315,-122.3466484,33,Yes,1
1401870,47.5715823,-122.3459141,999,Yes,1
1401710,47.5715802,-122.3454756,999,Yes,1
1401898,47.5715818,-122.3450356,999,Yes,1
1401763,47.5712239,-122.3457341,999,Yes,1
1401692,47.5712690,-122.3453121,999,Yes,1
1401673,47.5709832,-122.3452454,999,Yes,1
1389673,47.5713895,-122.3484677,35,Yes,1
1380355,47.5730797,-122.3542859,60,Yes,1
1380374,47.5720644,-122.3527508,60,Yes,1
1380362,47.5717561,-122.3523557,50,Yes,1
1380143,47.5726251,-122.3523622,55,Yes,1
1303576,47.6249590,-122.2907369,50,Yes,1
1303577,47.6250489,-122.2894809,14,Yes,1
1303876,47.6255621,-122.2894453,25,Yes,1
1303448,47.6308688,-122.2840204,25,Yes,1
1303347,47.6309237,-122.2833266,25,Yes,1
1303243,47.6311726,-122.2812457,30,Yes,1
1303683,47.6309945,-122.2820926,25,Yes,1
1303346,47.6312532,-122.2826235,25,Yes,1
1303679,47.6315669,-122.2826015,25,Yes,1
1303239,47.6309089,-122.2805874,25,Yes,1
1303684,47.6308577,-122.2814078,30,Yes,1
1303578,47.6250540,-122.2889485,25,Yes,1
1303698,47.6253488,-122.2880656,25,Yes,1
1303697,47.6249536,-122.2883365,25,Yes,1
1303551,47.6249507,-122.2870150,25,Yes,1
1303552,47.6252339,-122.2867747,25,Yes,1
1303652,47.6312765,-122.2848175,60,Yes,1
1303651,47.6314968,-122.2844894,55,Yes,1
1303600,47.6317264,-122.2841583,50,Yes,1
1303654,47.6319114,-122.2847236,45,Yes,1
1303598,47.6320593,-122.2836569,60,Yes,1
1303450,47.6310746,-122.2847136,25,Yes,1
1303449,47.6312485,-122.2839523,25,Yes,1
1303348,47.6303673,-122.2827944,25,Yes,1
1380128,47.5725078,-122.3493770,60,Yes,1
1389562,47.5723982,-122.3498332,25,Yes,1
1389561,47.5720737,-122.3498307,25,Yes,1
1389563,47.5721560,-122.3494184,25,Yes,1
1380132,47.5728064,-122.3495485,25,Yes,1
1389640,47.5727901,-122.3533554,33,Yes,1
1389641,47.5731208,-122.3537640,33,Yes,1
1389643,47.5737374,-122.3545381,33,Yes,1
1389642,47.5734524,-122.3541795,33,Yes,1
1380353,47.5747546,-122.3546269,45,Yes,1
1380352,47.5743355,-122.3545981,40,Yes,1
1380351,47.5738943,-122.3544243,45,Yes,1
1380148,47.5735633,-122.3540242,45,Yes,1
1380147,47.5732351,-122.3535461,45,Yes,1
1380142,47.5727894,-122.3523969,45,Yes,1
1380144,47.5723696,-122.3523625,45,Yes,1
1389637,47.5714788,-122.3522363,25,Yes,1
1389636,47.5713885,-122.3524013,25,Yes,1
1389634,47.5716005,-122.3521560,25,Yes,1
1389638,47.5713887,-122.3519283,25,Yes,1
1380364,47.5714558,-122.3518359,33,Yes,1
1389632,47.5710312,-122.3513161,25,Yes,1
1389631,47.5709312,-122.3511380,25,Yes,1
1389675,47.5715986,-122.3516718,33,Yes,1
1389644,47.5718094,-122.3517453,33,Yes,1
1389647,47.5715830,-122.3514019,33,Yes,1
1389556,47.5714516,-122.3514564,33,Yes,1
1389557,47.5714559,-122.3510599,33,Yes,1
1389558,47.5714573,-122.3506527,33,Yes,1
1389560,47.5714963,-122.3498515,33,Yes,1
1389652,47.5712172,-122.3511294,33,Yes,1
1389654,47.5712253,-122.3508076,33,Yes,1
1389653,47.5711323,-122.3508596,33,Yes,1
1389655,47.5712554,-122.3506336,25,Yes,1
1389657,47.5708953,-122.3504770,33,Yes,1
1389683,47.5714847,-122.3512584,33,Yes,1
1389682,47.5715127,-122.3506228,25,Yes,1
1389681,47.5715399,-122.3502126,25,Yes,1
1389661,47.5712577,-122.3502131,25,Yes,1
1389660,47.5711355,-122.3498280,25,Yes,1
1401119,47.5708665,-122.3499815,999,Yes,1
1401071,47.5711628,-122.3495304,999,Yes,1
1389678,47.5716128,-122.3490981,33,Yes,1
1389700,47.5715777,-122.3490953,25,Yes,1
1380370,47.5713010,-122.3489832,31,Yes,1
1389677,47.5714615,-122.3490052,31,Yes,1
1389565,47.5717085,-122.3487003,33,Yes,1
1389665,47.5711060,-122.3491804,25,Yes,1
1389663,47.5712141,-122.3487724,33,Yes,1
1389664,47.5710789,-122.3488779,33,Yes,1
1389552,47.5709829,-122.3483341,33,Yes,1
1401121,47.5708645,-122.3477949,999,Yes,1
1389674,47.5712514,-122.3480870,25,Yes,1
1389566,47.5716616,-122.3481701,33,Yes,1
1389669,47.5714742,-122.3479652,33,Yes,1
1389668,47.5714962,-122.3477213,35,Yes,1
1389575,47.5711339,-122.3477425,25,Yes,1
1389568,47.5712043,-122.3477640,33,Yes,1
1389574,47.5712660,-122.3474487,25,Yes,1
1389573,47.5713424,-122.3472489,33,Yes,1
1389667,47.5716523,-122.3472649,33,Yes,1
1380045,47.5685286,-122.3545477,40,Yes,1
1401902,47.5714154,-122.3541947,999,Yes,1
1401725,47.5714347,-122.3538318,999,Yes,1
1401901,47.5714384,-122.3534430,999,Yes,1
1401770,47.5711772,-122.3546957,999,Yes,1
1314265,47.6162922,-122.3254476,45,Yes,1
1314269,47.6162960,-122.3256745,50,Yes,1
1314270,47.6166183,-122.3254522,45,Yes,1
1314273,47.6176605,-122.3254591,50,Yes,1
1314274,47.6176661,-122.3251057,50,Yes,1
1332524,47.6306670,-122.2868428,13,Yes,1
1332523,47.6306021,-122.2869857,13,Yes,1
1303442,47.6298697,-122.2865615,35,Yes,1
1332509,47.6296778,-122.2883331,13,Yes,1
1332516,47.6315217,-122.2891757,13,Yes,1
1332517,47.6312148,-122.2891342,13,Yes,1
1332515,47.6320247,-122.2893923,13,Yes,1
1332518,47.6309977,-122.2885943,13,Yes,1
1332522,47.6309932,-122.2871651,13,Yes,1
1303656,47.6307886,-122.2855381,65,Yes,1
1303657,47.6306101,-122.2857959,35,Yes,1
1303659,47.6302423,-122.2863434,50,Yes,1
1332525,47.6304689,-122.2867801,13,Yes,1
1332724,47.6299956,-122.2868038,14,Yes,1
1303660,47.6298760,-122.2868755,60,Yes,1
1352793,47.7388838,-122.3163655,40,Yes,1
1352792,47.7388906,-122.3168945,45,Yes,1
1349190,47.7378148,-122.3222629,45,Yes,1
1332507,47.6301668,-122.2873793,13,Yes,1
1332506,47.6300748,-122.2877593,13,Yes,1
1303661,47.6296351,-122.2872322,60,Yes,1
1332508,47.6297716,-122.2879662,13,Yes,1
1332511,47.6299904,-122.2890379,13,Yes,1
1332512,47.6300145,-122.2894458,13,Yes,1
1332756,47.6303971,-122.2906438,13,Yes,1
1303595,47.6291384,-122.2894959,45,Yes,1
1303596,47.6287527,-122.2895091,45,Yes,1
1346009,47.5482103,-122.2690975,47,Yes,1
1303662,47.6293799,-122.2876113,55,Yes,1
1303664,47.6289671,-122.2882272,55,Yes,1
1332503,47.6293535,-122.2885857,13,Yes,1
1303665,47.6286969,-122.2886188,55,Yes,1
1303666,47.6284676,-122.2889673,55,Yes,1
1303586,47.6296500,-122.2856109,25,Yes,1
1303700,47.6292944,-122.2861777,25,Yes,1
1303585,47.6291560,-122.2855424,25,Yes,1
1303440,47.6289763,-122.2869510,25,Yes,1
1303597,47.6284014,-122.2895102,50,Yes,1
1303668,47.6280265,-122.2896255,60,Yes,1
1346007,47.5474258,-122.2691634,47,Yes,1
1346196,47.5469740,-122.2698044,45,Yes,1
1364189,47.5461092,-122.2693759,45,Yes,1
1364191,47.5461109,-122.2684806,45,Yes,1
1364520,47.5527240,-122.2677558,50,Yes,1
1364522,47.5524508,-122.2674510,50,Yes,1
1303670,47.6275896,-122.2902590,55,Yes,1
1303878,47.6276868,-122.2896114,25,Yes,1
1364524,47.5518292,-122.2671492,35,Yes,1
1364051,47.5517982,-122.2667335,55,Yes,1
1364053,47.5513289,-122.2662080,50,Yes,1
1364257,47.5510747,-122.2674538,45,Yes,1
1364057,47.5511143,-122.2670244,50,Yes,1
1364056,47.5510697,-122.2666053,50,Yes,1
1364054,47.5510628,-122.2659238,55,Yes,1
1364251,47.5504258,-122.2675901,47,Yes,1
1364253,47.5504089,-122.2666993,40,Yes,1
1346015,47.5494508,-122.2668634,47,Yes,1
1346016,47.5492466,-122.2663795,47,Yes,1
1346013,47.5496638,-122.2666597,45,Yes,1
1346017,47.5489734,-122.2657474,47,Yes,1
1346002,47.5482333,-122.2669881,45,Yes,1
1346001,47.5479780,-122.2663109,47,Yes,1
1364200,47.5474866,-122.2663285,47,Yes,1
1346004,47.5475144,-122.2672205,47,Yes,1
1346005,47.5473829,-122.2677818,47,Yes,1
1364198,47.5469303,-122.2663901,47,Yes,1
1364193,47.5461114,-122.2676823,50,Yes,1
1364194,47.5461058,-122.2670845,45,Yes,1
1346027,47.5460986,-122.2654486,45,Yes,1
1346024,47.5466177,-122.2654829,47,Yes,1
1346031,47.5461142,-122.2648060,47,Yes,1
1346032,47.5461125,-122.2643003,35,Yes,1
1346033,47.5461142,-122.2638009,50,Yes,1
1346029,47.5467692,-122.2644465,40,Yes,1
1346030,47.5470552,-122.2642001,35,Yes,1
1346023,47.5470997,-122.2653880,47,Yes,1
1346022,47.5473841,-122.2653239,47,Yes,1
1346035,47.5469034,-122.2636264,55,Yes,1
1346036,47.5472616,-122.2635405,50,Yes,1
1346037,47.5475391,-122.2634756,50,Yes,1
1346021,47.5476670,-122.2652430,47,Yes,1
1346020,47.5481540,-122.2653990,47,Yes,1
1364501,47.5510827,-122.2695891,50,Yes,1
1364260,47.5510761,-122.2686770,50,Yes,1
1364259,47.5510762,-122.2680991,45,Yes,1
1364274,47.5504298,-122.2685586,45,Yes,1
1364268,47.5496676,-122.2693002,47,Yes,1
1346192,47.5488246,-122.2694750,47,Yes,1
1346191,47.5488262,-122.2689193,47,Yes,1
1378743,47.6703956,-122.3600100,47,Yes,1
1382978,47.6702666,-122.3560507,47,Yes,1
1382987,47.6703208,-122.3556975,50,Yes,1
1378621,47.6757703,-122.3565083,35,Yes,1
1384731,47.6687526,-122.3660408,55,Yes,1
1378625,47.6759385,-122.3554145,50,Yes,1
1378693,47.6734554,-122.3565032,35,Yes,1
1378692,47.6737475,-122.3565057,45,Yes,1
1378617,47.6745903,-122.3564866,45,Yes,1
1378618,47.6747977,-122.3564850,35,Yes,1
1346040,47.5482094,-122.2634539,50,Yes,1
1346042,47.5485478,-122.2635380,50,Yes,1
1303573,47.6250540,-122.2902968,25,Yes,1
1303565,47.6273143,-122.2896254,25,Yes,1
1303558,47.6279776,-122.2883124,25,Yes,1
1303557,47.6272945,-122.2880431,20,Yes,1
1303438,47.6278058,-122.2867192,25,Yes,1
1303435,47.6276394,-122.2861462,25,Yes,1
1303431,47.6280939,-122.2856304,25,Yes,1
1303432,47.6278017,-122.2856311,25,Yes,1
1303434,47.6273195,-122.2861803,25,Yes,1
1303556,47.6269434,-122.2869690,25,Yes,1
1303555,47.6264800,-122.2867432,25,Yes,1
1399062,47.4810674,-122.3555578,20,Yes,1
1399061,47.4807987,-122.3562414,20,Yes,1
1399053,47.4806731,-122.3566805,20,Yes,1
1399054,47.4803693,-122.3571952,20,Yes,1
1399055,47.4799994,-122.3575553,20,Yes,1
1399057,47.4793844,-122.3583110,20,Yes,1
1399059,47.4786274,-122.3593446,20,Yes,1
1399060,47.4781203,-122.3593844,20,Yes,1
1399052,47.4803928,-122.3565262,20,Yes,1
1370420,47.4778878,-122.3575994,20,Yes,1
1370421,47.4783098,-122.3575031,20,Yes,1
1370423,47.4790556,-122.3567171,20,Yes,1
1370425,47.4798304,-122.3562584,20,Yes,1
1399051,47.4800980,-122.3564817,20,Yes,1
1370418,47.4777543,-122.3569242,20,Yes,1
1303583,47.6267833,-122.2880584,25,Yes,1
1303581,47.6262150,-122.2880951,25,Yes,1
1303877,47.6262352,-122.2894715,25,Yes,1
1370417,47.4780151,-122.3563248,20,Yes,1
1370416,47.4778882,-122.3557055,20,Yes,1
1399025,47.4776685,-122.3553511,20,Yes,1
1303580,47.6262167,-122.2889903,14,Yes,1
1357214,47.5605067,-122.2693771,50,Yes,1
1357215,47.5605204,-122.2690736,50,Yes,1
1357218,47.5605261,-122.2680793,60,Yes,1
1357219,47.5601799,-122.2680855,45,Yes,1
1357220,47.5598544,-122.2680775,45,Yes,1
1357223,47.5594715,-122.2688123,40,Yes,1
1357213,47.5601689,-122.2693875,47,Yes,1
1357212,47.5598307,-122.2693833,45,Yes,1
1357211,47.5594931,-122.2693805,50,Yes,1
1346064,47.5591718,-122.2681195,45,Yes,1
1346065,47.5588328,-122.2681193,45,Yes,1
1346062,47.5585104,-122.2681134,47,Yes,1
1357225,47.5587951,-122.2693714,47,Yes,1
1357001,47.5584616,-122.2693688,47,Yes,1
1346059,47.5582190,-122.2681155,50,Yes,1
1346058,47.5577444,-122.2681080,45,Yes,1
1346061,47.5583020,-122.2688019,35,Yes,1
1357209,47.5577301,-122.2693610,47,Yes,1
1357208,47.5574136,-122.2693543,50,Yes,1
1346066,47.5570345,-122.2699184,50,Yes,1
1357206,47.5570384,-122.2687012,47,Yes,1
1346056,47.5570334,-122.2680900,50,Yes,1
1357205,47.5566786,-122.2680994,50,Yes,1
1346068,47.5565933,-122.2698798,47,Yes,1
1357116,47.5556008,-122.2680561,47,Yes,1
1357117,47.5559160,-122.2680448,47,Yes,1
1357123,47.5563148,-122.2685137,50,Yes,1
